Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,Price,Brand,Model,CarAge
5,68128,4,1,0,21.1,814,55.2,2,5,4,2.3,9,61,11
5,46000,1,0,2,6.5,2179,115,1,5,4,26,14,143,9
10,115000,1,1,0,28.4,1248,74,1,5,4,4.5,16,166,8
3,63591,1,1,0,20.45,1461,83.8,2,5,4,5.35,22,57,7
9,37430,4,1,0,17.5,1199,98.145,1,5,4,9.9,8,182,4
0,36100,4,1,0,20.4,1197,81.8,0,5,4,4.5,16,166,7
10,63001,1,1,2,20.77,1248,88.76,2,7,5,6.11,16,68,10
5,125000,4,0,0,10.5,3163,98.145,2,2,2,18,0,10,10
6,15900,4,1,0,18.15,1198,82,0,6,4,6.25,15,100,4
9,27000,4,1,0,16.47,1198,74,1,5,4,4.35,27,128,7
4,65000,1,0,2,13.73,1995,148,0,5,4,7.5,22,102,9
10,90000,4,1,2,20.36,1197,78.9,2,5,4,2.8,9,203,8
9,30000,4,1,0,13,2987,210,2,5,4,10.75,17,145,16
2,16000,4,1,0,21.4,1197,83.1,0,5,4,6.95,16,25,6
5,1000,4,1,0,18.78,999,75,1,5,4,5.68,27,128,3
9,12573,4,1,0,21.4,1197,83.1,0,5,4,5.8,16,25,6
1,71400,4,1,3,17,1497,118,2,5,4,3.8,8,44,13
9,33000,4,1,0,21.1,1197,85.8,2,5,4,3.25,16,142,8
9,82000,4,0,2,11.8,3163,228.25,1,7,5,16.85,17,137,11
3,16862,4,1,0,20.89,1197,81.8,0,5,4,6.06,16,92,3
8,29000,4,1,0,20.36,1197,78.9,1,5,4,2.35,9,203,10
3,86091,1,1,0,15.1,2179,140,0,7,5,10.09,15,195,8
3,38271,4,1,0,15.29,1591,121.3,0,5,4,12.53,9,53,5
9,14000,4,1,0,18.6,1197,81.83,1,5,4,5.95,9,204,5
5,63220,4,1,0,13.24,1598,102.5,1,5,4,6.5,20,170,9
3,21979,1,0,0,17.11,1968,174.33,0,5,4,23.45,0,10,7
6,75000,1,1,0,12.99,2494,100.6,2,8,5,11.75,26,96,7
0,70000,1,1,0,12.99,2494,100.6,1,7,4,12,26,96,7
3,20712,4,1,0,23.84,1199,84,0,5,4,6.94,25,172,3
4,33000,4,1,0,19.4,1198,86.8,2,5,4,3.24,8,31,9
10,63600,1,1,2,17.8,1248,98.145,2,5,4,3.1,16,166,12
8,48466,4,1,0,17,1497,118,2,5,4,3.26,8,44,11
2,48000,4,1,0,18,1198,86.7,0,5,4,4.75,8,17,8
6,59327,1,1,0,20,1399,68,2,5,4,3.25,7,75,8
0,97003,1,0,0,15.87,2993,228.25,1,5,4,85,1,188,7
5,51192,4,1,0,15.6,1196,70,1,5,4,2.65,7,75,12
9,27014,4,1,0,16.25,1198,75,2,5,4,2.19,23,73,10
9,31000,1,0,0,17.05,1995,190,2,5,4,29.5,1,185,6
8,22000,4,1,0,16.47,1198,74,1,5,4,4.11,27,128,8
9,3000,4,0,0,21.4,1197,83.1,2,5,4,8.85,16,25,4
10,131500,1,1,0,12.8,2494,102,1,8,5,5.9,26,96,14
1,90000,1,0,0,11,2993,228.25,0,5,4,17.75,1,187,13
3,26671,4,1,2,17,1497,118,1,5,4,5.67,8,44,10
5,46004,4,1,0,20.92,998,67.1,1,5,4,2.4,16,16,10
2,78000,1,1,2,25,1396,69.01,2,5,4,2.35,25,95,6
2,105000,4,0,2,11.3,1794,125,2,5,4,2.5,26,51,16
10,131500,1,1,2,12.99,2494,100,2,8,5,8,26,96,11
7,63818,4,1,0,17.4,1497,117.3,2,5,4,6.57,8,44,7
5,60788,1,1,0,23,1396,90,1,5,4,4.5,9,204,10
4,61000,4,1,0,22.74,796,47.3,0,5,4,2.15,16,16,7
9,25000,4,1,2,17.3,1497,117.3,0,7,5,4.25,8,111,7
5,71791,4,1,0,14,796,35,1,5,4,2.05,16,119,10
10,84000,4,1,0,19.81,1086,68.05,0,5,4,2.95,9,203,9
6,119203,1,0,0,6.5,2179,115,1,5,4,16.5,14,143,10
9,33000,4,1,0,15,1598,103.52,0,5,4,5.6,23,139,7
9,52000,1,0,0,15.26,2143,203.2,2,5,4,29.95,17,107,10
6,70000,3,1,0,26.2,998,58.2,0,5,4,2.27,16,183,12
1,72000,4,1,0,17,1497,118,0,5,4,5.75,8,44,10
5,68000,1,1,2,21.1,1248,73.9,0,5,4,3.2,16,142,12
6,51000,1,1,0,20,1399,68.1,2,5,4,2.5,7,75,9
3,60138,4,1,0,19.81,1086,68.05,2,5,4,4.09,9,203,8
4,76128,1,1,0,26.59,1248,74,0,5,4,5.5,16,166,7
1,43000,1,0,2,11.72,2199,194.3,0,7,5,10.75,9,155,10
0,50000,4,0,0,14.7,1798,177.6,1,5,4,13.5,23,118,8
10,71000,1,1,0,25.1,1498,98.6,2,5,4,7.45,8,44,8
6,18491,4,0,0,24.07,998,67.1,1,5,4,3.9,16,16,5
1,47140,1,0,2,13.5,2925,228.25,0,5,4,30,17,145,11
8,43000,4,1,0,18.06,1198,75,2,5,4,2.13,20,110,11
4,60000,4,0,0,16.8,1497,118,0,5,4,4.45,8,44,11
6,4152,4,1,0,25.17,799,53.3,2,5,4,3.15,22,101,6
10,131500,1,1,2,21.12,1248,88.8,2,5,4,2.9,25,109,10
8,70000,1,0,0,22.69,1995,190,1,5,4,10.3,1,2,11
9,18000,4,1,0,16.02,1373,93.7,1,7,5,8.25,16,68,4
8,45500,4,1,2,6.5,1086,98.145,1,5,4,1.17,9,156,14
9,22695,4,1,0,18.88,999,123.24,2,5,4,8.5,7,62,5
8,24300,4,1,0,22.74,796,47.3,0,5,4,2.44,16,16,6
7,66355,4,1,0,18,1198,86.7,0,5,4,4.12,8,17,8
2,75300,1,1,2,25.44,936,57.6,0,5,4,2.25,3,26,10
6,65218,1,1,0,26.21,1248,88.5,1,5,4,7.4,16,43,7
9,103000,4,0,0,10.13,3163,228.25,1,5,4,8.85,17,144,16
1,55392,1,1,2,23.65,1248,98.145,1,5,4,8.25,16,144,7
6,50000,1,1,0,17.8,1248,75,1,5,4,5.7,16,166,7
3,27509,4,1,0,22.7,799,53.64,0,5,4,3.31,4,205,5
2,12000,1,1,0,22.54,1396,88.73,2,5,4,7.3,9,204,5
4,40000,4,1,0,17.5,1298,85.8,0,5,4,4.25,16,166,9
2,100073,1,1,2,25,1396,69.01,2,5,4,2,25,95,7
4,77795,1,1,0,12.99,2494,100.6,1,8,5,9.5,26,96,8
0,65000,1,1,0,22.9,1248,74,2,5,4,3.9,16,166,10
10,100000,4,1,0,16.8,1497,116.3,1,5,4,6.25,8,44,9
5,40000,1,1,0,22.95,1248,74,1,5,4,5.25,25,29,5
3,131500,4,1,2,13,1493,100,0,5,4,1.76,8,44,16
8,60000,1,1,0,20,1399,68,0,5,4,2.1,7,75,10
5,31829,4,1,0,21.1,814,55.2,1,5,4,3.65,9,61,5
9,17000,4,1,0,18.6,1197,81.83,1,5,4,6.5,9,204,4
2,75000,1,1,0,6.5,2112,98.145,0,6,5,1.7,15,98,16
8,17000,4,0,0,22.5,998,67,1,5,4,3.95,16,183,5
4,11500,1,0,0,28.4,1248,74,0,5,4,7.5,16,166,4
3,67771,1,1,0,11.68,2498,112,0,8,5,7.06,15,198,8
6,70000,4,1,3,6.5,1242,98.145,2,5,4,0.55,5,159,16
3,40129,1,0,0,11.57,2987,228.25,0,5,4,70.8,17,84,4
5,75600,1,1,0,20.14,1498,88.8,0,5,4,5.8,27,128,7
3,66800,4,1,0,15.3,1341,83,1,5,4,2.2,9,88,15
5,130000,1,1,0,21.64,1461,84.8,2,5,4,4.75,22,157,9
2,83500,1,1,2,19.68,1399,67,2,5,4,3,7,46,8
10,38009,4,0,0,23.1,998,67.04,1,5,4,4.25,16,42,6
5,48000,4,1,0,25.17,799,53.3,1,5,4,3.4,22,101,6
6,59000,1,1,0,13,2982,168.5,1,7,5,23,26,77,7
10,121000,1,1,2,17.8,1248,98.145,2,5,4,2.35,16,166,15
6,43571,4,1,0,20.36,1197,78.9,1,5,4,3.55,9,203,7
7,72524,1,0,2,17.9,2143,136,2,5,4,18.06,17,82,5
3,47877,1,0,0,16.36,2179,187.7,2,5,4,35.68,11,192,6
7,60818,4,1,0,16.09,1598,103.5,1,5,4,3.59,27,177,10
7,13506,1,0,0,18.25,1968,187.74,1,5,4,21.66,0,10,7
8,37000,4,1,0,17.3,993,60,2,5,4,1,16,201,13
3,43252,1,0,0,13,2143,204,1,5,4,34.18,17,60,6
1,29000,1,1,0,19.67,1582,126.2,2,5,4,13,9,53,7
10,51000,4,1,0,16.2,1599,103.2,0,5,4,3.1,9,179,12
5,61922,4,1,0,20.4,1197,81.8,0,5,4,5.3,16,166,8
8,42000,4,1,0,14.49,1399,92.7,0,5,4,0.75,3,20,15
0,26000,1,1,0,26.59,1248,74,1,5,4,7.5,16,166,5
7,31826,1,1,0,22.7,1498,89.84,0,5,4,8.24,7,62,6
7,41641,1,1,0,21.38,1396,88.7,0,5,4,10.82,9,53,4
2,56500,1,1,0,20,1399,68,1,5,4,2.9,7,75,11
9,78000,1,1,0,19.33,1968,138.1,2,5,4,6.5,27,99,10
5,28619,4,1,0,19.7,796,46.3,2,5,4,2.4,16,16,11
2,69000,4,1,2,18.5,1197,80,2,5,4,2.4,9,204,13
4,70000,1,0,0,14.21,2143,203,1,5,4,13,17,60,11
1,49800,4,0,0,23.1,998,67.04,2,5,4,4,16,42,8
6,12500,4,1,0,25.17,799,53.3,2,5,4,2.75,22,101,6
5,108882,1,1,2,20,1399,68,2,5,4,2.4,7,75,12
5,75578,1,1,0,25.1,1498,98.6,0,5,4,7,8,44,8
5,50000,1,0,0,14.16,1968,174.3,1,5,4,35,0,133,8
6,119000,4,1,3,13.1,1997,141.1,0,5,4,3.91,8,35,15
9,54000,4,0,0,19.2,1197,80,0,5,4,2.9,9,203,11
3,54321,1,1,0,19.67,1582,126.2,0,5,4,13.54,9,53,3
4,61000,1,1,0,15.4,2179,120,1,8,5,9.5,15,158,7
10,91000,4,1,0,18.9,998,67.1,2,5,4,2.3,16,183,12
10,79000,4,1,2,17.92,1086,62.1,2,5,4,1.6,9,156,10
9,3900,4,1,0,18.6,1197,81.83,1,5,4,6.45,9,204,5
5,107000,1,1,0,21.03,1461,65,1,5,4,3.7,15,178,9
9,86000,4,1,3,11.9,2354,144,1,5,4,1.85,8,15,15
9,37000,1,1,0,16,2179,140,2,7,5,7.75,15,195,10
7,21719,1,0,0,12.9,2755,174.5,2,7,5,33.13,26,77,3
2,46663,4,1,0,21.1,998,100,1,5,4,6.95,16,25,5
1,65630,1,0,0,15.73,1968,174.33,1,5,4,21.75,0,132,8
1,43521,4,1,0,19.4,1198,86.8,0,5,4,4.25,8,31,8
8,36226,4,1,0,17.01,1591,121.3,0,5,4,2.95,9,179,11
1,70000,1,1,0,19.6,1461,108.45,2,5,4,8.25,22,57,8
3,27075,4,1,0,17.6,1496,88.73,1,5,4,4.95,26,70,9
3,64466,4,1,0,19.81,1086,68.05,0,5,4,3.96,9,203,9
3,44811,1,0,0,17.11,1968,174.33,2,5,4,25.81,0,10,7
1,127079,1,1,0,12.8,2494,102,0,7,4,6.99,26,96,15
0,82002,1,0,0,17.05,1995,184,1,5,4,18.5,1,185,8
5,82497,1,1,0,23.65,1248,88.5,1,5,4,8.99,16,152,6
4,13363,1,1,0,16,1997,140,2,7,5,12,15,195,5
10,64186,1,1,0,20.5,1598,103.5,2,5,4,3.76,23,139,9
2,40000,1,1,0,20.77,1248,88.8,0,7,5,8.25,16,68,7
9,54000,4,0,0,14.3,1598,103.52,1,5,4,6.11,23,139,7
10,66000,4,1,2,17,1497,118,0,5,4,4.45,8,44,10
2,41000,1,1,0,20.54,1598,103.6,1,5,4,4,27,177,11
1,131500,1,1,0,14.24,2755,174.5,1,7,5,23,26,77,7
0,65000,4,1,0,18.5,1197,80,1,5,4,3,9,204,12
8,58235,4,1,0,20.36,1197,78.9,1,5,4,2.45,9,203,10
3,54268,1,1,0,28.09,1248,88.5,1,5,4,7.67,16,43,6
7,30953,4,1,0,22.7,799,53.64,0,5,4,3.48,4,205,4
10,88000,1,1,0,23.4,1248,74,1,5,4,4.75,16,166,9
0,58000,1,1,2,19.01,1461,108.45,2,5,4,5.2,22,57,9
2,45000,4,1,0,21.1,814,55.2,2,5,4,2.5,9,61,10
8,34233,1,0,0,14.21,2143,203,1,5,4,22.5,17,60,8
1,43000,1,1,2,22.54,1396,88.73,1,5,4,8.2,9,204,5
5,63000,1,1,2,19.72,1461,108.45,1,5,4,8.2,22,57,7
4,72486,1,1,0,23.4,1248,74,0,5,4,3.95,16,166,9
9,54000,1,1,0,20,1399,68.05,2,5,4,3.25,7,75,8
9,46759,4,1,0,16.47,1198,74,2,5,4,2.55,27,128,11
2,20000,1,0,0,18.53,1968,187.74,1,5,4,35.5,0,11,7
6,58095,1,1,0,21.66,1498,108.62,0,5,4,5.8,27,18,6
8,37000,4,1,2,18.9,998,67.1,2,5,4,2.1,16,183,11
8,55886,1,1,0,16,2179,140,0,7,5,7.25,15,195,9
6,98000,4,1,0,16.02,1373,93.7,1,7,5,5.5,16,68,8
9,38000,4,0,0,16.5,1499,110,0,5,4,6.25,7,62,9
1,70521,4,0,2,10.9,2497,215,0,5,4,10.3,1,2,13
3,29634,4,1,2,17,1197,80,0,5,4,6,9,204,7
0,28002,4,1,0,16.02,1373,93.7,1,7,5,5.75,16,68,10
5,10000,1,0,0,18.88,1995,184,0,5,4,30,1,2,7
5,72389,3,1,0,26.2,998,58.2,1,5,4,3.2,16,183,10
0,14000,4,1,0,17.4,1497,117.3,0,5,4,11.25,8,44,4
10,58000,1,1,0,24.4,1120,71,1,5,4,5.5,9,196,7
3,43766,4,1,0,20.36,1197,78.9,2,5,4,4.3,9,203,10
9,1997,4,0,0,22.5,998,67,2,5,4,4.45,16,183,4
4,65000,1,0,0,22.48,1995,190,1,5,4,21.26,1,3,9
10,66988,1,0,0,15.4,2179,120,1,7,5,10,15,158,5
6,89000,4,0,0,17,1497,118,2,5,4,3.71,8,44,13
9,57004,4,1,0,17.4,1497,117.3,0,5,4,5.35,8,44,8
5,78000,1,0,2,14.74,2993,228.25,1,5,4,24,11,192,11
10,59525,0,1,2,29.86,998,58.2,2,4,4,3.1,16,16,7
5,71000,1,1,0,25.83,1498,99,0,5,4,5.1,7,75,6
1,65000,1,0,0,14.74,2993,228.25,2,5,4,16,11,192,11
6,27886,4,1,0,22,814,55,1,5,4,2.85,9,61,6
10,8000,4,1,0,16.95,1498,97.7,0,5,4,3.75,20,164,9
5,12000,1,0,0,13.5,2477,175.56,1,7,5,28,19,123,4
8,32000,1,1,0,23.4,1248,74,0,5,4,4.35,16,166,8
10,74500,1,1,0,21.2,1248,75,0,5,4,3.3,5,90,8
5,108626,1,1,0,20.54,1598,103.6,1,5,4,3.65,27,177,11
1,38000,1,0,0,15.73,1968,174.33,0,5,4,29,0,132,7
2,115000,4,1,2,17.92,1086,62.1,2,5,4,1.5,9,156,12
10,42000,1,1,0,25.6,1498,98.6,1,5,4,12,8,44,5
4,56000,4,1,0,13.2,1495,94,2,5,4,2.45,9,14,10
5,55000,4,1,0,14.8,1799,130.2,0,5,4,5,8,45,11
7,32539,1,1,0,24.3,1248,88.5,2,5,4,8.39,16,180,4
0,72000,4,1,2,19.7,796,46.3,1,5,4,1.2,16,16,15
9,10000,4,1,0,18.2,1199,82.4,0,5,4,5.5,3,154,8
10,54000,4,1,0,18.16,1196,86.8,2,5,4,5,7,75,6
3,53497,1,1,0,13.5,2477,175.56,2,7,5,16.42,19,123,7
7,21456,4,1,0,20.36,1197,78.9,2,5,4,4.55,9,203,6
8,32000,4,1,0,17.8,1497,117.3,2,5,4,5.5,8,44,7
7,37929,4,1,0,24.07,998,67.1,0,5,4,3.69,16,16,7
5,32500,4,1,2,21.1,1197,85.8,1,5,4,4.05,16,142,8
3,63111,1,0,2,18.12,1995,190,2,5,4,30.8,1,3,6
5,80931,4,1,0,17.92,1086,62.1,2,5,4,2.3,9,156,14
9,50319,4,0,0,12,1991,181.03,1,5,4,21.95,17,60,9
4,62000,1,1,2,20.5,1598,103.5,0,5,4,3,23,139,10
5,40000,1,1,0,17.85,2967,228.25,0,4,4,45,21,124,9
8,120000,4,1,0,18.6,1199,76.8,0,5,4,2.5,3,26,7
6,46230,4,1,0,19.81,1086,68.05,1,5,4,3.1,9,203,9
2,34000,1,0,0,13,2143,204,1,5,4,36,17,60,5
5,59293,4,1,0,18.2,998,67.1,0,5,4,2.7,16,201,10
10,38767,1,1,0,19.67,1582,126.2,0,5,4,12.6,9,53,5
7,23977,4,1,0,18.16,1196,86.8,1,5,4,5.38,7,75,5
10,33000,4,0,0,21.4,1197,83.1,0,5,4,7.25,16,25,5
8,43000,4,1,0,20.36,1197,78.9,1,5,4,2.49,9,203,11
10,30000,4,1,0,22.74,796,47.3,0,5,4,2.5,16,16,9
2,85000,1,1,0,14.95,2489,93.7,1,7,5,6.15,15,198,6
10,110000,1,0,0,15.73,1968,174.33,0,5,4,19,0,132,7
1,76000,1,0,2,16.55,1968,147.51,1,5,4,18.25,0,10,9
3,102865,1,0,0,12.07,2967,228.25,2,7,5,30.5,0,134,8
5,64000,1,1,0,17.8,1248,98.145,2,5,4,5.99,16,166,6
5,30000,1,0,0,17.11,1968,174.33,2,5,4,27,0,10,7
7,13913,4,1,0,17.5,1199,88.7,2,5,4,8.2,8,181,3
7,56847,1,1,0,22.54,1396,88.73,2,5,4,7.2,9,204,7
7,49818,4,1,0,21.5,1197,81.8,0,5,4,4.11,16,183,7
3,23875,4,0,0,13,1591,121.3,1,5,4,14.36,9,53,4
9,40000,4,1,0,13.24,1598,102.5,1,5,4,5.25,20,170,8
7,12278,4,0,0,23.1,998,67.04,1,5,4,5.63,16,42,4
6,63000,4,1,0,19.7,796,46.3,1,5,4,1.5,16,16,13
9,35000,1,1,0,21.38,1396,88.7,2,5,4,9.9,9,53,5
0,46000,4,1,0,16.8,1497,116.3,0,5,4,4.15,8,44,11
4,69496,4,1,0,15.9,1298,98.145,2,5,4,1.1,16,69,16
4,65100,4,1,0,17,1497,118,2,5,4,3.15,8,44,12
2,29000,1,1,2,17.45,1493,100,1,7,5,6.5,15,117,5
4,17000,4,1,2,17.8,1497,117.3,0,5,4,8.25,8,44,6
5,58000,1,1,0,25.2,1248,74,0,5,4,5.95,16,166,7
4,74345,1,1,0,15.1,2179,140,2,7,5,8,15,195,8
3,121374,1,1,0,12.99,2494,100.6,2,7,4,14.3,26,96,7
5,93000,1,1,0,20.5,1598,103.5,1,5,4,5,23,139,9
6,72000,1,1,2,22.32,1582,126.32,0,5,4,5.8,9,179,10
0,62000,1,1,0,23,1396,90,2,5,4,2.7,9,204,12
3,130790,1,1,0,16,2179,140,1,7,5,9.24,15,195,9
10,85000,4,1,2,13.8,1299,70,2,5,4,0.69,7,93,16
1,49000,1,0,0,16.55,2993,228.25,0,5,4,45,1,186,6
4,64000,1,0,0,16.07,1995,181,2,5,4,10.5,1,2,11
9,15000,4,1,2,16.09,1598,103.5,1,5,4,7.1,27,177,5
7,36700,4,1,0,21.1,814,55.2,1,5,4,4.38,9,61,6
3,103905,1,0,0,22.69,1995,190,1,5,4,9.92,1,2,13
9,54000,1,1,2,19.01,1461,108.5,1,5,4,5.75,20,170,7
5,58000,1,0,0,16.07,1995,181,2,5,4,13.5,1,2,13
2,28300,4,1,0,24.07,998,67.1,1,5,4,2.15,16,16,11
3,14925,4,1,0,18.5,1197,82.9,2,5,4,5.37,9,204,7
7,75863,1,1,0,19.01,1461,108.45,2,5,4,6.7,22,57,7
1,58000,1,0,0,11.72,2199,194.3,2,7,5,17,9,155,8
8,33425,4,1,0,17.43,1396,105.5,1,5,4,4.5,9,179,7
5,60000,4,1,0,17.92,1086,62.1,0,5,4,2.59,9,156,11
9,26000,4,1,0,15.29,1591,121.3,0,5,4,9.5,9,53,7
6,84000,1,1,0,17.72,1968,108.5,0,5,4,11,23,199,6
6,42700,4,1,0,23.84,1199,84,2,5,4,3.6,25,172,6
5,45000,1,1,0,25.83,1498,99,1,5,4,5.5,7,75,7
8,25562,4,1,0,23.1,998,67.04,0,5,4,3.5,16,42,6
2,63714,4,1,0,22.74,796,47.3,0,5,4,2.45,16,16,7
2,122000,4,1,2,17,1497,118,2,5,4,3.5,8,44,13
5,38000,1,0,2,16.8,1969,150,0,5,4,24,28,176,7
6,80000,4,1,0,12,2092,127,1,7,5,5.5,25,115,11
4,64000,4,0,2,11.74,1796,186,0,5,4,12.5,17,115,11
2,93450,1,1,2,23.19,1461,63.12,0,5,4,2.5,20,110,10
4,62000,4,1,0,20.36,1197,78.9,2,5,4,2.5,9,203,10
9,37000,4,1,2,18.6,1197,81.83,2,5,4,5.25,9,204,7
3,43337,4,1,0,17.92,1086,62.1,0,5,4,3.32,9,156,10
9,22001,0,1,0,26.6,998,58.16,1,5,4,3.65,16,183,7
7,41697,4,0,0,13.1,1997,141.1,0,5,4,16.68,8,35,5
0,45000,1,0,0,17.32,1968,184,0,5,4,27,0,132,6
7,46728,4,0,0,15.6,1497,116.3,0,5,4,6.15,8,44,8
3,14077,4,1,0,21.1,814,55.2,1,5,4,3.95,9,61,6
8,70000,1,1,0,12.8,2494,102,0,8,5,6,26,96,11
2,33000,1,0,0,19.08,1582,126.2,1,5,4,8.7,9,179,6
4,63000,4,1,0,16.47,1198,74,1,5,4,3.3,27,128,9
9,5900,1,1,0,21.43,1364,87.2,2,5,4,16.5,26,51,5
7,44887,1,1,0,19.67,1582,126.2,2,5,4,12.13,9,53,5
8,44000,4,1,0,18.06,1198,75,0,5,4,2.65,20,110,11
2,26966,4,1,0,20.36,1197,78.9,0,5,4,3,9,203,12
1,64000,1,1,2,17.3,1998,163.7,2,5,4,6.5,3,55,9
3,30676,4,1,0,25.4,624,37.5,0,4,4,2.9,25,114,7
3,20422,1,1,0,12.4,2499,134,2,5,4,16.09,10,56,4
3,46162,1,1,0,22.54,1396,88.73,1,5,4,6.98,9,204,7
3,37081,4,0,0,18.9,1197,82,1,5,4,5.77,9,89,7
7,43773,1,1,0,16,2179,140,2,7,5,13.54,15,195,5
5,50000,1,0,0,16.36,2179,187.7,2,5,4,38,11,192,7
4,68350,1,1,0,12.55,2982,168.5,0,7,5,14,26,77,10
2,79000,1,1,0,23.59,1364,98.145,0,5,4,4.67,26,70,11
3,46173,1,1,2,19.01,1461,108.5,1,5,4,8.92,20,170,7
3,16573,4,1,0,17.8,1198,86.7,2,5,4,9.31,8,17,3
9,23700,0,1,0,17.5,1373,80.46,2,7,5,8.25,16,68,5
3,70602,1,1,0,25.8,1498,98.6,1,5,4,4.83,8,17,7
8,33485,4,1,0,19.1,1197,85.8,1,5,4,3.59,16,166,8
10,70000,4,1,0,19,998,66.1,0,5,4,2,16,8,11
4,30000,1,1,0,15.4,1997,120,0,7,5,12.25,15,158,5
3,5833,1,1,0,21.13,1498,108.4,0,5,4,11.92,23,139,4
6,57000,4,1,0,26,624,35,2,4,4,0.5,25,114,12
5,46000,1,1,0,25.6,1498,98.6,1,5,4,12.9,8,44,5
3,26731,4,1,0,21.1,998,100,2,5,4,8.61,16,25,4
2,65000,1,0,0,21.5,1498,108.5,1,5,4,6.25,27,177,9
1,81000,1,1,3,12.05,2179,120,0,8,5,4.35,15,158,15
5,66000,1,1,0,19.01,1461,108.5,2,5,4,6.8,20,170,8
8,43000,4,1,2,16.47,1198,73.9,2,5,4,2.1,27,128,11
5,76000,1,0,0,15.97,2993,228.25,1,7,5,58,1,187,6
3,23882,4,1,0,17.4,1497,117.3,0,5,4,11.87,8,44,3
5,83327,1,1,0,19.3,1248,73.9,2,5,4,5.8,16,166,9
7,57539,1,1,0,12.8,2494,102,0,7,4,12.83,26,96,5
9,10500,4,0,0,14.3,1598,103.52,1,5,4,8.9,23,139,5
8,1000,4,1,0,18.9,1197,81.86,2,5,4,6.5,9,89,3
2,39000,1,1,0,20,1399,68,2,5,4,2.5,7,75,12
7,94832,4,1,0,17,1497,118,0,5,4,3.83,8,44,11
5,80400,4,1,0,16,1086,66.7,2,5,4,2.3,9,203,14
5,62287,1,1,0,28.09,1248,88.5,0,5,4,7.9,16,43,6
6,62000,4,1,2,18.9,998,67.1,1,5,4,1.25,16,183,16
10,114000,1,0,0,22.32,1582,126.3,1,5,4,6.75,9,179,9
1,70359,1,1,0,12.05,2179,120,0,8,5,7.65,15,158,9
7,17804,1,1,2,28.09,1248,88.5,1,5,4,7.97,16,43,4
7,41661,1,0,0,12.7,2179,187.7,0,5,4,44.83,14,143,4
6,32531,1,0,2,13.73,1995,148,0,5,4,8,22,102,11
4,9000,4,1,0,18.6,1197,81.83,1,5,4,6.85,9,204,5
8,43206,4,1,0,17,1086,98.145,0,5,4,0.99,9,156,15
2,40000,4,1,3,13.8,1299,70,0,5,4,1.1,7,93,15
3,62767,1,1,0,20.34,1498,103.2,1,5,4,9.75,27,177,6
6,60000,1,1,0,26.59,1248,74,0,5,4,6.25,16,166,7
9,60000,4,1,3,17.3,993,60,2,5,4,0.55,16,201,16
2,65000,1,0,0,22.69,1995,190,0,5,4,14,1,2,10
7,53442,4,1,0,16.8,1497,116.3,1,5,4,7,8,44,7
7,72118,1,1,0,15.4,2179,120,0,8,5,10.23,15,158,6
7,26212,1,0,0,17.9,2143,136,0,5,4,24.46,17,82,6
4,36400,1,0,0,7.5,3163,228.25,2,4,4,72,21,124,9
2,54000,1,0,0,17.9,2143,136,2,5,4,17.55,17,82,7
1,66000,4,1,3,13.5,1799,130,0,5,4,3.25,8,45,14
10,80000,4,1,2,13.9,1599,103.2,2,5,4,1.95,9,179,15
10,7000,1,0,0,18.12,1995,190,1,5,4,46,1,3,4
9,49106,4,1,0,15.04,1598,103.2,2,5,4,4.4,27,177,9
1,60000,4,1,2,18.2,1061,64,0,5,4,1.65,16,201,15
8,37000,4,1,0,20.36,1197,78.9,1,5,4,2.2,9,203,11
5,78000,4,0,0,12,2354,187.4,0,5,4,3.99,8,35,16
7,12467,1,0,0,12.8,1968,167.6,1,5,4,25.64,0,133,9
1,26000,1,0,2,19.6,1461,108.45,0,5,4,10,22,57,6
10,65167,4,1,0,19.4,1198,86.8,0,5,4,3.28,8,31,10
1,74000,4,1,0,23.1,998,67.04,1,5,4,4.15,16,42,7
5,83000,1,1,0,23.08,1461,63.1,1,5,4,3.7,20,110,10
7,131500,1,1,0,13.1,1493,82,2,5,4,1.8,9,14,16
4,23000,4,0,0,13.7,1991,183,1,5,4,25,17,82,6
10,41000,0,1,0,24.6,1193,55.23,0,5,4,3.25,25,95,8
3,24973,4,1,0,18.6,1197,81.83,2,5,4,7.66,9,204,6
9,64984,4,0,0,16.95,1197,78.9,1,5,4,3.45,9,203,11
4,67612,1,0,2,14.21,2143,203,0,5,4,11.5,17,60,11
5,19000,4,1,0,21.1,814,55.2,1,5,4,3,9,61,7
2,131500,4,0,0,12.1,2362,164.7,0,5,4,4.7,26,36,13
4,64687,0,1,0,29.86,998,58.33,1,5,4,3.8,16,42,7
4,100000,4,1,0,13,1343,90,2,5,4,3.5,8,44,11
3,42083,4,1,0,25.4,624,37.48,0,4,4,1.68,25,114,8
7,51240,1,0,0,8.2,2993,228.25,2,4,4,29.52,1,2,8
10,80561,4,1,0,18.5,1197,80,0,5,4,2.74,9,204,12
8,24350,4,1,2,19.81,1086,68.05,1,5,4,3,9,203,7
3,20969,1,0,0,17.9,2143,136,0,5,4,27.87,17,33,5
3,28069,1,0,0,12.9,2755,174.5,2,7,5,30.85,26,77,3
4,30000,4,0,2,14.8,1595,120.7,0,5,4,11,17,22,9
9,131500,1,1,1,12.8,2494,98.145,2,7,4,4,26,96,15
